标题长度	链接	视频	图片	艾特	时间	话题	星期	min_min 	min_max	min_mean	max_min	max_max	max_mean	mean_min	mean_max	mean_mean	popular
8	0	0	9	0	1201	1	2	432	2198	963	1305	4987	3144	125	35427	2844	1
15	0	0	5	0	1175	0	2	334	3904	794	229	35427	3076	289	6302	1649	0
5	0	0	1	0	1149	0	2	779	6978	2781	113	268284	3615	113	268284	3615	0
17	0	0	9	0	1371	1	1	564	1344	954	2234	2234	2234	233	5318	1245	1
21	0	0	1	0	1338	0	1	215	795	505	4020	4020	4020	162	31164	2115	0
22	0	0	1	0	1300	0	1	268	268	268	681	14234	4007	215	5132	1605	0
14	0	0	1	0	1261	0	1	511	511	511	2401	2401	2401	308	6607	1161	0
20	0	0	4	0	1221	0	1	538	1496	963	638	50105	6588	449	20725	3080	1
16	0	0	9	1	1190	0	1	2003	2469	1490	413	27756	4960	2003	2991	2497	1
12	0	0	4	0	1147	0	1	247	8948	1170	306	40832	3493	237	10607	2576	0
27	0	0	1	0	1121	0	1	262	4631	1024	253	18348	4282	162	31164	2115	1
12	0	0	9	0	1081	1	1	824	1738	1249	211	40260	4603	1317	3017	2163	0
14	0	0	1	0	1045	0	1	343	2973	1031	763	16527	6304	1315	1475	1395	0
19	0	0	4	0	1020	0	1	216	13467	1394	827	14946	5545	174	26335	2613	0
18	0	0	1	0	992	0	1	265	601	453	253	26335	2199	269	7964	951	0
15	0	0	1	0	962	0	1	503	620	561	292	29363	2981	197	17742	1995	0
9	0	0	2	0	937	1	1	625	2021	1088	337	15433	3329	661	6708	2931	0
18	0	0	2	0	915	0	1	600	1459	1055	400	12915	2504	172	10039	1536	0
12	0	0	9	0	1153	0	0	197	3758	1369	231	12888	2156	237	18367	1640	0
12	0	0	1	0	1125	0	0	256	547	401	147	37189	2347	201	7601	1228	0
11	1	0	8	0	1098	1	0	454	454	454	6808	6808	6808	1229	10258	4320	0
13	0	0	1	0	1074	0	0	368	684	489	244	104171	4721	413	10934	2890	0
24	0	0	9	0	1057	0	0	287	287	287	801	5345	2239	231	12888	2156	1
14	0	0	2	0	1034	1	0	552	2601	1155	239	28785	6231	550	9203	2187	0
16	0	0	4	0	1020	0	0	295	7569	2394	9437	9437	9437	520	8548	3430	0
17	0	0	9	0	994	0	0	1149	2169	1405	1149	36410	6467	517	36410	4112	1
22	0	0	6	0	944	0	0	444	444	444	678	5341	2031	763	5469	1693	0
15	0	0	9	0	915	1	0	1667	1667	1667	960	12289	5229	1953	2936	2444	1
11	0	0	1	0	894	1	0	1356	1356	1356	52	50105	4380	663	23115	3378	0
15	0	0	9	0	859	0	0	614	2727	1392	292	16396	3417	928	6155	2747	1
11	0	0	6	0	821	0	0	2014	5362	3304	3431	11206	6459	3431	11206	6459	1
20	0	1	0	0	792	0	0	1713	1713	1713	1713	20383	9268	261	140765	5410	1
20	0	0	5	0	758	0	0	287	287	287	423	10569	2999	352	13467	2756	1
25	0	0	9	0	973	0	6	143	10266	1638	6605	6605	6605	618	6605	2697	1
17	0	0	2	0	922	0	6	236	24642	2445	517	37189	5384	538	13422	4779	1
15	0	0	4	0	897	0	6	147	9631	2493	6433	6433	6433	6433	6433	6433	1
19	0	0	9	0	868	0	6	662	1625	1143	1625	8548	5086	197	17742	1995	1
17	0	0	9	0	844	0	6	52	2399	577	390	13443	2792	154	4316	796	0
9	0	1	0	0	823	0	6	1197	1197	1197	477	4719	2305	1044	1723	1444	0
21	0	0	9	0	789	0	6	897	6423	2866	2039	26198	9244	358	26148	5693	1
20	0	0	9	0	748	0	6	328	328	328	201	25100	2495	194	63557	1838	1
16	0	0	6	0	737	0	6	194	6965	1182	916	2662	1790	1450	2021	1735	1
23	0	0	4	0	714	0	6	328	1321	824	1321	1575	1448	208	4338	1282	1
23	0	0	4	0	656	0	6	425	425	425	333	26335	7721	52	19096	2615	0
9	0	0	9	0	645	1	6	2575	2575	2575	2575	2575	2575	2575	2575	2575	1
13	0	0	9	0	621	0	6	195	7575	1431	201	34170	2902	212	12438	2142	1
20	0	0	4	0	1005	0	5	618	2662	1188	678	10049	4845	3532	3532	3532	1
19	0	0	1	0	998	0	5	164	2235	600	106	100712	1955	155	4048	1342	0
18	0	0	1	0	988	1	5	164	164	164	106	100712	1955	164	2235	600	0
15	0	0	1	0	976	1	5	296	1148	722	147	37189	2347	216	7293	1564	0
14	0	0	1	0	969	1	5	253	253	253	191	100712	3088	106	100712	1955	0
18	0	0	6	0	949	1	5	1865	1865	1865	2509	10738	6580	292	29363	2981	1
16	0	0	9	0	927	0	5	160	5369	1246	306	40832	3493	237	50105	2612	0
19	1	0	2	0	900	1	5	131	6470	1003	52	268284	3746	347	6470	3408	1
17	0	0	1	0	878	0	5	419	1369	894	266	18839	5240	154	63557	3107	0
20	0	0	9	0	858	1	5	665	665	665	884	17742	6321	884	17742	6321	0
18	0	1	2	0	836	0	5	622	1843	1232	336	10921	3021	286	28968	2669	1
12	0	0	9	0	813	0	5	160	5369	1246	306	40832	3493	237	50105	2612	1
19	0	0	4	0	790	0	5	164	3037	1696	1972	13657	6063	52	50105	4380	1
20	0	0	8	0	771	0	5	379	2033	1206	379	35427	6798	379	8463	2380	0
27	0	0	1	0	742	0	5	338	338	338	348	15900	4422	164	5503	1058	0
17	0	0	1	0	1212	0	4	243	751	428	113	268284	3615	1326	1326	1326	0
16	0	0	2	0	1158	1	4	1074	2035	1609	302	19435	3376	201	34170	2902	0
12	0	0	1	0	1130	0	4	256	547	401	147	37189	2347	201	7601	1228	0
22	0	0	1	0	1119	1	4	729	729	729	200	26148	3014	1215	1215	1215	0
12	0	0	9	0	1098	1	4	231	34173	2195	1053	40832	8287	188	268284	5169	0
20	0	0	9	0	1071	0	4	223	6361	1554	1223	5217	3241	231	12888	2156	1
14	0	0	4	0	1041	0	4	208	8548	1190	200	24246	2830	743	8433	2419	0
13	0	0	9	0	1012	1	4	1170	7180	2652	625	65209	10476	188	268284	5169	0
29	0	0	1	0	968	0	4	416	1023	621	3871	3871	3871	883	883	883	0
16	0	0	1	0	954	1	4	246	246	246	106	268284	4215	187	6074	1370	0
15	0	0	9	0	935	0	4	196	69182	3499	1058	24642	6239	298	24642	4469	1
16	0	0	4	0	904	0	4	559	824	691	198	140765	5615	52	28968	3156	0
16	0	0	9	0	877	1	4	395	440	417	113	268284	3615	237	5388	1571	0
17	0	0	1	0	851	0	4	232	27756	2225	402	33997	4407	817	5730	2806	1
18	0	0	1	0	1233	0	3	456	456	456	126	36410	2271	106	100712	1955	0
26	0	0	1	0	1228	0	3	281	281	281	446	10059	5252	208	37189	1706	0
16	0	0	1	0	1211	0	3	380	380	380	215	5132	1605	788	3382	1573	0
16	1	0	9	0	1185	1	3	190	10921	1627	324	10565	3667	468	6431	1970	0
20	0	0	4	0	1159	0	3	732	732	732	568	30007	6108	732	18916	3775	0
12	0	0	1	0	1132	0	3	256	547	401	147	37189	2347	201	7601	1228	0
23	0	0	9	0	1105	0	3	52	561	343	418	35427	7406	146	15009	1764	0
14	0	0	9	0	1080	0	3	379	1109	744	267	36410	2191	218	7847	1207	0
16	0	0	9	0	1030	0	3	613	1062	885	390	13443	2792	194	63557	1838	1
21	0	0	2	0	1012	0	3	914	5300	2737	10607	10607	10607	681	14234	4007	1
14	0	0	0	0	992	1	3	142	31164	1605	212	37189	2970	212	37189	2970	0
13	0	0	9	0	971	0	3	201	856	543	1314	6108	3711	154	6423	2050	0
15	0	0	6	0	929	0	3	318	5929	1674	993	11991	4342	266	14946	3451	1
24	0	0	2	0	902	0	3	1019	1509	1264	2785	5376	3819	860	13566	3280	1
14	0	0	6	0	1194	1	2	256	2651	842	564	9408	3559	249	25100	1665	0
15	0	0	9	0	1173	0	2	287	2422	746	379	35427	6798	198	34173	3410	0
22	0	0	4	1	1147	0	2	249	717	465	289	5968	2042	172	11708	1234	0
12	0	0	1	0	1122	1	2	256	547	401	147	37189	2347	201	7601	1228	0
20	0	0	9	0	1100	1	2	281	1554	859	239	31164	2267	180	15374	1398	0
18	0	0	1	0	1090	0	2	710	3000	1570	710	3000	1570	710	3000	1570	0
9	0	0	6	0	1065	0	2	329	34265	3570	4820	5663	5241	538	13566	4746	1
21	0	0	4	0	1046	1	2	444	444	444	187	26335	2439	286	2702	986	1
20	0	0	2	0	1022	0	2	451	558	504	147	37189	2347	174	4905	1693	0
17	0	0	2	0	999	0	2	585	585	585	1335	140765	16123	152	37189	1753	0
19	0	0	6	0	961	0	2	106	50105	2225	721	16466	5487	921	16466	4228	1
17	0	0	9	0	938	1	2	1702	2095	1836	90	268284	5747	169	13467	4729	1
21	0	0	2	0	914	0	2	617	866	741	379	35427	6798	866	866	866	0
19	0	0	1	0	890	0	2	1002	1002	1002	539	140765	10467	3966	3966	3966	1
15	0	0	0	0	869	1	2	273	2983	853	1384	13467	5039	380	15961	3455	1
20	0	0	2	0	1414	0	1	348	577	462	150	4829	1280	366	2404	958	0
23	0	1	0	0	1393	0	1	520	540	530	329	34265	3570	932	3520	1996	0
22	0	0	4	0	1380	0	1	261	1705	677	281	26148	2873	193	13467	1604	0
25	1	0	1	0	1360	1	1	126	1137	516	278	22500	2831	1521	1521	1521	1
16	0	0	1	0	1334	0	1	160	944	501	292	6489	1790	572	2925	1393	0
19	0	0	9	0	1313	0	1	212	8804	1081	1245	36410	7002	1337	6685	3773	1
14	0	1	0	0	1292	0	1	456	5563	2074	632	20725	6112	2396	13443	5224	1
19	0	0	0	0	1281	1	1	801	801	801	52	268284	3746	231	9529	1580	0
12	0	0	1	0	1267	1	1	978	1723	1430	800	9371	2869	554	5934	2017	0
20	0	0	1	0	1240	1	1	151	26247	1679	280	24931	3296	110	50105	2490	1
12	0	0	0	0	1215	1	1	246	1818	678	52	19096	2615	415	1978	935	0
23	0	0	2	0	1194	0	1	190	3407	867	2746	2746	2746	2490	2746	2618	1
25	0	0	1	0	1168	1	1	514	514	514	200	26148	3014	514	1979	1246	0
20	0	0	0	0	1157	1	1	660	660	660	151	268284	5134	142	31164	1605	0
9	0	0	0	0	502	1	1	265	3590	817	417	8882	1966	1075	1075	1075	0
19	0	0	0	0	471	0	1	201	7601	1228	201	104171	3255	142	50105	2358	0
6	0	0	1	0	460	1	1	1620	1620	1620	1620	1620	1620	1620	1620	1620	1
25	0	0	1	0	440	0	1	131	8063	1269	198	140765	5615	237	50105	2612	0
14	0	0	1	0	420	0	1	292	16396	3417	3688	7936	5812	367	7936	4553	1
17	0	0	0	0	32	1	1	256	5353	911	237	52816	2639	187	17453	1572	1
22	0	0	9	0	1435	0	0	926	926	926	7575	7575	7575	261	15961	2074	1
26	0	0	9	0	1410	0	0	620	620	620	267	14665	4787	860	13566	3280	1
20	0	0	6	0	1394	0	0	358	3025	1152	1345	15900	8303	329	34265	3570	0
26	0	1	6	0	1319	0	0	1022	1022	1022	7153	7153	7153	52	268284	3746	1
17	0	0	6	0	1282	0	0	1308	1308	1308	1308	6344	3889	265	26247	2777	0
14	0	0	9	0	1250	1	0	152	3940	1014	620	18839	4259	613	3118	1827	0
24	0	0	9	0	1200	0	0	824	824	824	301	30007	3467	194	63557	1838	0
5	0	0	1	0	420	1	0	427	50971	9254	427	50971	9254	427	50971	9254	1
12	1	0	9	0	1432	1	6	919	2733	1900	248	65209	4849	237	50105	2612	1
29	1	0	9	0	1409	1	6	821	917	869	1653	10154	4221	244	19083	2117	1
22	0	0	1	0	1388	0	6	208	13347	1601	380	23390	3864	714	8129	2970	1
28	0	0	0	0	1360	1	6	304	346	325	1205	13379	5471	278	22500	2831	1
13	0	0	9	0	1329	1	6	208	37189	1706	286	63557	8288	1087	9727	4459	1
13	0	0	5	0	1297	0	6	361	6302	2553	12915	12915	12915	774	11785	4876	1
10	0	0	9	0	1268	0	6	329	2396	843	2162	8851	4308	169	7582	1185	1
18	0	1	9	0	1249	0	6	1044	1723	1444	477	4719	2305	1702	2095	1836	0
26	0	0	0	0	1202	1	6	641	641	641	264	20725	3201	353	8077	1964	1
11	0	0	9	0	1169	0	6	52	50105	4380	1204	34265	9800	1761	9727	5660	1
13	0	0	1	0	1121	0	6	256	547	401	281	21036	2524	266	11179	1437	0
14	0	0	4	0	1111	0	6	106	50105	2225	427	22500	4657	548	7854	3846	1
18	0	0	9	0	1087	0	6	522	2666	1201	131	12082	4965	440	2666	1399	1
11	0	0	2	0	1071	0	6	162	2986	709	162	15812	1672	189	8077	1498	0
14	0	0	2	0	1423	0	5	232	18367	2581	232	18367	2581	232	18367	2581	1
23	0	0	9	0	1405	0	5	191	1347	678	2194	9816	6005	222	7630	1990	1
22	0	0	6	0	1391	0	5	151	26247	1679	3520	6668	5250	162	40893	2944	1
10	0	0	9	0	1377	0	5	304	7489	1613	188	33997	2536	188	33997	2536	1
20	0	0	1	0	1368	0	5	218	2536	726	252	34170	3989	699	1910	1297	0
10	0	0	1	0	1343	0	5	143	6387	1047	292	29363	2981	266	2296	1313	0
13	0	0	0	0	1326	1	5	172	7154	2900	998	9371	3905	292	29363	2981	1
25	0	0	6	0	1305	0	5	361	12177	2232	6951	6951	6951	811	13612	3749	1
13	0	0	4	0	1271	1	5	605	605	605	194	19892	2058	124	3634	826	0
10	0	0	2	0	1244	1	5	106	50105	2225	810	29363	6760	310	27756	5997	1
19	0	0	9	0	1193	0	5	464	464	464	52	268284	3746	106	50105	2225	0
11	0	0	0	0	1169	1	5	237	237	237	237	50105	2612	237	50105	2612	0
9	0	0	9	0	1146	1	5	824	1738	1249	1477	2117	1667	1534	1534	1534	1
13	0	0	9	0	1318	1	4	638	638	638	2602	3045	2823	1126	1126	1126	1
15	0	0	9	0	1281	0	4	517	2501	1509	4652	7656	6154	188	268284	5169	1
15	0	0	1	0	1246	0	4	154	1571	810	497	10039	2323	1550	1550	1550	0
19	0	0	0	0	1219	0	4	191	476	333	348	8372	2664	302	2896	799	0
18	0	0	9	0	1204	0	4	413	413	413	215	17742	3153	215	17742	3011	0
15	0	0	4	0	1182	0	4	339	856	597	237	50105	2612	110	10389	1365	0
22	0	0	1	0	1151	0	4	286	2702	986	208	23474	3333	305	7289	2170	1
13	0	0	1	0	1127	0	4	256	547	401	106	50105	2225	266	11179	1437	0
18	0	0	9	0	1116	0	4	617	1235	926	319	7573	2016	316	6431	1511	0
19	0	0	9	0	1085	1	4	124	6118	758	288	65209	5522	248	18098	2568	1
22	0	0	1	0	1074	0	4	1074	2035	1609	90	268284	5747	198	6059	2834	1
18	1	0	1	0	1039	1	4	187	6484	1794	449	23115	6670	390	7021	2721	0
12	0	0	5	0	1011	0	4	675	675	675	4378	69182	26262	3172	6444	4808	1
11	0	0	6	0	1279	0	3	1196	3971	2157	193	50105	6755	776	20725	6132	1
15	0	0	2	1	1252	0	3	292	1405	504	635	6819	2115	188	6344	1927	0
20	0	0	9	0	1228	0	3	540	540	540	266	20593	6344	540	4122	1544	0
15	0	0	1	0	1202	0	3	271	5091	1136	208	23115	5610	113	268284	3615	1
10	0	0	4	0	1180	1	3	273	3539	1399	460	18916	3645	209	2881	1436	0
15	0	0	9	0	1160	1	3	286	1952	816	90	268284	5747	170	14130	1120	0
14	0	0	6	0	1128	1	3	1128	3462	2162	396	9017	3982	267	20725	2776	0
13	0	0	1	0	1116	1	3	256	547	401	106	50105	2225	266	11179	1437	0
20	0	0	1	0	1082	1	3	334	537	435	113	268284	3615	244	19327	1387	0
12	0	0	9	0	1059	0	3	353	353	353	52	50105	4380	227	13840	2389	1
17	0	0	1	0	1038	0	3	1021	1021	1021	414	28968	3530	390	6444	1988	0
14	0	0	4	0	1025	1	3	262	262	262	152	4246	754	194	1676	744	0
19	0	0	1	1	1013	0	3	170	14130	1120	154	17742	2974	134	11708	1820	0
17	0	0	1	0	1004	1	3	194	793	415	624	3858	1900	270	3246	1234	0
19	0	0	2	0	975	1	3	816	2740	1778	998	22500	6878	3904	3904	3904	1
13	0	0	4	0	86	1	3	232	5373	1535	194	9821	3423	194	19892	2058	0
13	0	0	9	0	1430	0	2	891	891	891	4881	4881	4881	2501	2501	2501	1
12	0	0	9	0	1410	1	2	1306	1306	1306	1306	4999	2897	1196	3971	2157	0
15	0	1	2	0	1390	0	2	298	15961	2335	329	34265	3570	216	20725	3127	0
12	0	0	4	0	1386	1	2	237	702	472	172	11685	1526	106	15374	1206	0
24	0	0	4	0	1381	0	2	262	2730	728	423	268284	21792	406	5217	1094	0
19	0	0	2	0	1370	0	2	278	3409	1425	691	13675	3984	212	12438	2142	1
3	0	0	9	1	1357	0	2	298	40260	4364	298	40260	4364	298	40260	4364	0
9	0	0	1	0	1346	0	2	106	26148	2076	400	13347	2860	400	13347	2860	0
20	0	0	4	0	1334	1	2	246	1818	678	201	13156	2367	172	12755	1390	0
13	0	0	2	0	1323	0	2	110	24642	1522	405	8372	2670	155	15961	1621	0
16	0	0	4	0	1287	1	2	257	1790	937	193	13467	1604	233	5373	1212	0
14	0	0	4	0	1267	1	2	279	2651	1015	513	20269	10391	236	26148	3698	0
18	0	0	2	0	1262	0	2	208	2323	882	216	23474	5541	170	12664	1539	0
22	0	0	9	0	673	0	2	1577	1577	1577	379	35427	6798	272	8372	1686	1
14	0	0	2	0	648	0	2	798	2480	1688	216	25100	4227	237	21436	2161	1
21	0	0	9	0	626	0	2	336	618	477	201	28968	3440	229	4375	1000	0
12	1	0	9	0	602	1	2	201	28968	3440	3709	3709	3709	201	28968	3440	1
17	0	0	9	0	580	0	2	617	1235	926	278	25687	2600	178	6540	1619	1
14	0	0	6	0	556	1	2	1062	1062	1062	5120	5120	5120	764	2648	1711	0
13	0	0	9	0	536	0	2	433	1154	747	287	5328	1528	215	31164	1391	0
19	0	0	0	0	507	0	2	201	7601	1228	201	104171	3255	106	50105	2225	0
18	0	0	4	0	460	0	2	1149	1149	1149	456	36410	5082	587	3239	1788	1
15	0	0	1	0	440	1	2	683	1719	1060	172	140765	17085	321	8851	2093	1
8	0	0	2	0	420	1	2	242	9761	1394	125	35427	2844	125	35427	2844	1
14	0	0	9	0	1430	0	1	1090	1090	1090	2069	2069	2069	1019	1509	1264	1
24	0	0	1	1	1416	0	1	198	1035	587	189	31164	2023	180	6708	1449	0
18	0	0	1	0	1405	0	1	697	697	697	697	35427	9723	160	21389	1874	0
8	0	0	9	0	1383	1	1	267	3802	1744	267	3802	1744	267	3802	1744	1
8	0	0	2	0	772	1	0	686	5436	2288	6640	7832	7236	2454	2454	2454	0
10	0	0	6	0	763	0	0	289	6925	1359	113	268284	3615	63	18367	1405	0
18	0	0	1	0	719	0	0	416	1101	727	1858	10819	6338	595	21436	4410	0
23	0	0	2	0	696	0	0	196	1750	965	302	20725	3862	847	4261	2036	1
15	0	0	9	0	675	0	0	517	2501	1509	1058	24642	6239	1530	7601	4565	1
19	0	0	9	0	651	0	0	273	1194	592	208	23474	3333	338	5498	1493	1
14	0	0	4	0	628	0	0	283	14414	3955	3172	6444	4808	3172	6444	4808	1
19	0	0	2	0	616	0	0	309	774	517	244	104171	4721	152	2012	783	0
17	0	0	2	0	615	0	0	371	371	371	1257	1257	1257	164	6059	855	0
18	0	0	4	0	613	0	0	371	371	371	52	268284	3746	164	5503	1058	0
20	0	0	4	0	606	0	0	152	7368	781	169	6119	1493	164	6059	855	0
17	1	0	4	0	580	1	0	142	50105	2358	50105	50105	50105	1408	14946	6130	1
16	0	0	6	0	550	0	0	142	31164	1605	438	19461	4437	322	4652	1724	0
23	0	0	2	0	541	0	0	406	560	483	3893	3893	3893	152	7368	781	0
23	0	0	2	0	533	0	0	249	249	249	178	48620	3152	204	4151	891	0
9	0	0	1	0	989	0	6	3879	3879	3879	3879	3879	3879	3879	3879	3879	1
22	0	0	6	0	964	0	6	925	1409	1113	1115	268284	31188	211	40260	4603	0
13	0	0	9	0	945	1	6	634	1449	1041	306	40832	3493	1196	2646	1657	0
22	0	0	4	0	930	0	6	471	1069	770	252	7052	1645	125	15074	1411	0
17	0	0	9	0	914	1	6	298	1167	605	142	31164	1605	624	2859	1421	0
30	0	0	1	0	904	1	6	342	645	484	388	7582	3985	227	5800	1270	0
30	0	0	1	0	890	1	6	342	645	484	388	7582	3985	216	8307	1358	0
16	0	0	9	0	865	0	6	142	31164	1605	292	29363	2981	212	19461	2289	0
16	0	0	9	0	839	0	6	396	2162	1353	840	11698	3370	2162	2162	2162	1
13	0	0	2	0	823	0	6	152	7368	781	554	268284	11315	470	15374	3182	0
26	0	0	2	0	806	0	6	106	106	106	429	8486	4457	126	7340	863	0
14	0	0	1	0	790	0	6	212	8804	1081	156	50105	2764	263	7208	1802	0
11	0	0	9	0	766	1	6	374	12755	2336	200	24246	2830	200	24246	2830	0
16	0	0	4	0	745	0	6	466	654	543	373	7208	1622	152	7368	781	0
23	1	0	0	0	1174	1	5	280	536	408	359	104171	4627	65	17411	1466	0
20	0	0	4	0	1151	1	5	287	7758	1336	52	268284	3746	52	26198	1943	0
13	0	0	1	0	1130	0	5	256	547	401	200	24246	2830	266	11179	1437	0
22	0	0	1	0	1124	1	5	52	7052	978	305	12664	3797	261	12915	1790	0
17	0	0	1	0	1098	1	5	216	1978	884	52	268284	3746	216	7293	1564	0
18	0	0	1	0	1082	1	5	620	620	620	403	11290	2638	195	17898	1400	1
25	0	0	1	0	1053	1	5	216	2330	947	52	268284	3746	180	10534	1546	1
20	0	0	1	0	1045	1	5	216	2330	947	266	7441	4545	113	23474	1571	0
24	0	0	9	0	1019	0	5	576	576	576	113	268284	3615	436	1709	907	0
13	0	0	1	0	993	1	5	266	772	519	1022	18839	6473	244	6279	1168	0
22	0	0	1	0	969	0	5	433	1637	949	5369	5369	5369	333	6574	2104	1
27	0	0	4	0	948	0	5	365	1166	765	395	15009	3202	305	7172	2050	1
21	0	0	4	0	928	0	5	154	3776	1082	855	16466	4793	147	37189	2347	0
27	0	0	9	0	888	0	5	823	823	823	281	26335	5266	187	26335	2439	0
14	0	0	1	0	1213	1	4	556	7394	2045	6560	6560	6560	147	37189	2347	1
11	0	0	1	0	1195	1	4	201	5421	1358	124	17969	1442	124	17969	1442	0
20	0	0	6	0	1169	0	4	322	771	586	52	50105	4380	1260	1650	1455	1
21	0	0	9	0	1143	1	4	143	6387	1047	131	12082	4965	440	2666	1399	1
13	0	0	1	0	1120	0	4	256	547	401	180	26335	2301	266	11179	1437	0
10	0	0	4	0	1109	1	4	286	28968	2669	646	33997	5557	346	18348	3845	1
25	0	1	2	0	1084	0	4	324	768	546	106	50105	2225	140	8559	1353	0
14	0	0	1	0	1050	1	4	248	40832	2001	807	19461	7100	807	19461	7100	0
21	0	0	1	0	1041	0	4	449	449	449	209	34173	2507	263	7052	1186	0
15	0	0	9	0	1026	1	4	169	7582	1185	355	9816	5085	237	50105	2612	0
22	0	0	1	0	981	0	4	383	2433	949	359	104171	4627	208	23474	3333	0
23	0	0	2	0	954	0	4	223	461	342	113	268284	3615	218	11622	1202	0
5	0	0	1	0	926	1	4	237	19461	2080	237	19461	2080	237	19461	2080	1
17	0	0	1	0	906	1	4	286	1952	816	286	10534	2559	286	7548	1798	1
2	0	0	1	0	889	0	4	339	796	489	339	796	489	339	796	489	1
29	0	0	9	0	1209	1	3	258	1652	653	52	268284	3746	187	17453	2151	0
14	0	0	1	0	1197	1	3	279	279	279	279	11708	4274	184	11708	1606	0
19	0	0	1	0	1177	1	3	386	386	386	106	100712	1955	358	1519	745	0
23	0	0	1	0	1153	1	3	297	943	615	2469	3437	2953	517	2501	1509	0
13	0	0	1	0	1116	0	3	256	547	401	257	26198	2367	266	11179	1437	0
18	0	0	6	0	1092	1	3	406	748	449	52	19096	2615	110	11708	1204	1
20	0	0	1	0	1064	0	3	170	3263	863	390	13443	2792	395	8463	2461	0
15	0	0	9	0	1025	0	3	614	2727	1392	341	36410	3348	587	3239	1788	1
12	0	0	1	0	1011	1	3	204	3002	1037	187	65209	2940	216	7293	1564	0
27	0	0	4	0	980	1	3	242	242	242	52	268284	3746	386	3687	1738	0
14	0	0	9	0	965	1	3	297	943	615	223	12177	2076	517	2501	1509	0
24	1	0	1	0	946	1	3	386	590	493	621	140765	16093	106	100712	1955	0
24	0	0	9	0	926	1	3	332	2580	1217	3776	3776	3776	140	48620	2448	1
24	1	0	1	0	906	1	3	156	847	501	187	34265	5558	287	5364	1338	0
17	0	0	1	0	891	0	3	215	2388	964	294	7575	2717	288	7575	1725	0
10	0	0	9	0	1247	1	2	143	2911	807	289	6302	1649	143	4208	1017	0
16	0	0	9	0	1215	0	2	113	20269	1776	264	20725	3201	194	63557	1838	1
6	0	0	9	0	1182	1	2	1629	1629	1629	417	8882	1966	417	8882	1966	0
13	0	0	1	0	1139	0	2	256	547	401	244	268284	5214	266	11179	1437	0
22	0	0	9	0	1119	0	2	152	3891	1075	462	268284	9700	2296	4792	3544	1
13	0	0	1	0	1099	0	2	487	1269	865	403	11290	2638	580	1899	1239	0
20	0	0	0	0	1071	1	2	154	735	444	645	10607	4941	232	6322	2045	0
16	0	0	9	0	1034	0	2	503	620	561	292	29363	2981	252	17869	2353	1
26	0	0	1	0	1019	0	2	451	558	504	106	50105	2225	174	4905	1693	0
15	0	0	1	0	1017	1	2	637	637	637	147	37189	2251	344	3263	1115	0
23	0	0	1	0	994	1	2	407	1652	899	237	36410	3415	728	3454	1867	1
24	0	0	2	0	963	0	2	292	1405	504	200	18839	2484	374	1992	1171	0
16	0	0	9	0	926	0	2	154	3634	872	2269	9821	6045	358	3025	1152	0
12	0	0	1	0	896	0	2	278	2740	1121	201	25100	2495	200	11685	1688	1
12	0	0	9	0	1356	1	1	503	7297	2829	2434	9223	4755	264	20725	3201	1
19	0	0	1	0	1305	0	1	663	663	663	125	104171	2396	663	2298	1623	0
17	0	0	1	0	1277	0	1	691	691	691	226	23390	3762	208	4338	1282	0
17	0	0	2	0	1246	1	1	311	2231	1033	314	13657	2501	223	12177	2076	0
23	0	0	9	0	1219	0	1	233	233	233	201	34170	2902	905	6703	1829	1
15	0	0	7	0	1191	0	1	124	15961	1483	352	13467	2756	188	33997	2536	0
24	0	0	9	0	1165	0	1	545	2656	1600	390	7489	3331	1509	2656	2110	0
13	0	0	1	0	1145	1	1	248	3465	809	286	63557	8288	232	18367	2581	0
11	0	0	9	0	1132	1	1	156	7548	970	339	7962	2105	287	5364	1338	0
13	0	0	1	0	1112	0	1	256	547	401	162	40893	2944	266	11179	1437	0
17	0	0	2	0	1086	0	1	143	15900	1197	1518	14112	5965	244	268284	5214	1
25	0	0	9	0	1063	0	1	801	2421	1549	840	11698	3370	264	10092	2415	0
19	0	0	0	0	1036	1	1	271	1676	830	237	12780	2799	253	5353	836	1
10	0	0	9	0	1027	1	1	143	2911	807	142	20593	2185	143	4208	1017	0
19	0	0	0	0	1430	1	0	514	514	514	476	50971	5672	316	9821	2262	0
17	0	0	0	0	1426	1	0	271	1676	830	297	48620	3680	152	51074	2390	0
13	0	0	0	0	1419	1	0	163	6990	1230	292	100712	2615	448	7208	1633	0
27	0	0	0	0	1411	1	0	982	982	491	982	11535	4473	216	8307	1358	0
17	0	0	0	0	1401	1	0	415	1978	935	950	34170	8986	152	51074	2390	0
23	0	0	0	0	1391	1	0	369	1069	695	5249	5249	5249	279	2651	1015	0
17	0	0	9	0	1357	0	0	263	5362	1111	343	10268	2600	1415	3904	2299	0
10	1	0	2	0	1323	1	0	611	611	611	6857	6857	6857	1149	6752	3183	1
15	1	0	9	0	1293	1	0	143	26335	2234	511	14665	6312	257	20593	5007	1
4	1	0	1	0	1272	1	0	339	856	597	339	856	597	339	856	597	0
13	0	0	9	0	1250	1	0	600	600	600	531	12755	4025	237	50105	2612	1
17	0	0	9	0	1229	1	0	258	1652	653	52	268284	3746	201	13156	2367	0
27	0	0	1	0	1218	1	0	278	695	509	106	100712	1955	106	7832	1461	0
17	0	0	1	0	1207	1	0	369	1069	695	233	268284	5576	163	6990	1230	0
